sent_idx,source_tokens,prediction_tokens,tag
3443,"['@username', '790k', 'lận', '<unk>', 'đầu tư', 'đi', 'làm', 'kím', 'tìn']","['@username', '749k', 'lận', '<unk>', 'đầu tư', 'đi', 'làm', 'kiếm<space>', 'tiền<space><space>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3444,"['đã', 'có', '@username', '!', 'hãy', 'cười', 'lên', 'các', 'bạn', '....', 'cười', 'cho', 'thế giới', 'biết', 'chúng ta', 'đang', 'hạnh phúc', 'như thế nào', '!']","['đã', 'có', '@username', '!', 'hãy', 'cười', 'lên', 'các', 'bạn', '....', 'cười', 'cho', 'thế giới', 'biết', 'chúng ta', 'đang', 'hạnh phúc', 'như thế nào', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3445,"['cho', 'tao', 'hỏi', 'miền', 'ngoài', 'là', 'miền', 'đéo', 'gì', 'vậy', '<unk>']","['cho', 'tao', 'hỏi', 'miền', 'ngoài', 'là', 'miền', 'đéo', 'gì', 'vậy', '<unk>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O']"
3446,"['thay', 'nhời', 'muốn', 'nói', '.....', 'còn', 'nhiều', 'loài', 'tương tự', 'zậy', 'đó', 'ai', 'rỗi hơi', 'sưu tầm', 'tiếp', 'đi', '.....']","['thấy', 'nhờ<space>', 'muốn', 'nói', '.....', 'còn', 'nhiều', 'loài', 'tương tự', 'vậy<space>', 'đó', 'ai', 'rỗi hơi', 'sưu tầm', 'tiếp', 'đi', '.....']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3447,"['nghĩ', 'mà', 'chán', '<unk>']","['nghĩ', 'mà', 'chán', '<unk>']","['O', 'O', 'O', 'O']"
3448,"['thần kinh', 'nhỉ']","['thần kinh', 'nhỉ']","['B-T', 'I-T', 'O']"
3449,"['chơi', 'đi', ',', 'về', 'đi', 'taxi', 'nhé']","['chơi', 'đi', ',', 'về', 'đi', 'xe', 'nhé']","['O', 'O', 'O', 'O', 'O', 'O']"
3450,"['dlv', '?']","['diễnlv', '?']","['O', 'O']"
3451,"['cực kì', 'thuyết phục', '!', '<unk>']","['cực kì', 'thuyết phục', '!', '<unk>']","['O', 'O', 'O', 'O', 'O']"
3452,"['con', 'mụ', 'thần kinh']","['con', 'mụ', 'thần kinh']","['B-T', 'I-T', 'I-T', 'I-T']"
3453,"['thôi', 'anh', 'ơi', 'chuẩn bị', 'về', 'mở', 'tiệm', 'bánh tráng', 'là', 'được', 'rồi']","['thôi', 'anh', 'ơi', 'chuẩn bị', 'về', 'mở', 'tiệm', 'bánh tráng', 'là', 'được', 'rồi']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3454,"['tối anh', '@username', 'ra', 'ngủ', 'với', '3', 'con', 'mèo', 'nhé']","['tối anh', '@username', 'ra', 'ngủ', 'với', '3', 'con', 'mèo', 'nhé']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3455,"['việt nam', 'yêu cầu', 'các', 'nước', 'khác', 'không', 'can thiệp', 'vào', 'công việc', 'nội bộ', 'của', 'việt nam', '!']","['việt nam', 'yêu cầu', 'các', 'nước', 'khác', 'không', 'can thiệp', 'vào', 'công việc', 'nội bộ', 'của', 'việt nam', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3456,"['không', 'có', 'thì', '""', 'sản xuất', '""', 'ra', '- -']","['không', 'có', 'thì', '""', 'sản xuất', '""', 'ra', '- -']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
3457,"['vâng', 'ơn', 'đoảng', 'ơn', 'boác', 'xd']","['vâng', 'ơn', 'đồngảng', '<space>', 'bốác', 'xuấtd']","['O', 'O', 'B-T', 'O', 'B-T', 'O']"
3458,"['được', 'anh', 'êi', ':>']","['được', 'anh', 'ơi<space>', ':>']","['O', 'O', 'O', 'O']"
3459,"['thuốc lào', 'đấyyy', '<unk>']","['thuốc nàoo', 'đấy<space>', '<unk>']","['O', 'O', 'O', 'O']"
3460,"['sao', 'lon']","['sao', 'lớnn']","['B-T', 'I-T']"
3461,"['tăng', 'cân', 'cho', 'người', 'gầy', 'hoàn toàn', 'từ']","['tăng', 'cân', 'cho', 'người', 'gầy', 'hoàn toàn', 'từ']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3462,"['ok', 'a', 'êiiiii']","['ok', 'anh', 'ơi<space><space>']","['O', 'O', 'O']"
3463,"['dạo', 'này', 'vào', 'đồn', 'ca', 'về', 'hay', 'bị', 'trúng gió', 'thế', '...<unk>']","['dạo', 'này', 'vào', 'đồn', 'ca', 'về', 'hay', 'bị', 'trúng gió', 'thế', '...<unk>']","['O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'O', 'O']"
3464,"['@username', 'đẹp', 'đuối', 'luôn']","['@username', 'đẹp', 'đuối', 'luôn']","['O', 'O', 'O', 'O', 'O']"
3465,"['chất', 'thực sự', 'bộ tộc', 'hay', 'nhất', 'stream']","['chất', 'thực sự', 'bộ tộc', 'hay', 'nhất', 'stream']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3466,"['đ', '’', 'nói', 'nhiều', 'cái', 'thằng', 'quốc khánh']","['đ', '<space><space>', 'nói', 'nhiều', 'cái', 'thằng', 'quốc khánh']","['B-T', 'O', 'O', 'B-T', 'I-T', 'O', 'O']"
3467,"['@username', 'chơi', 'luôn']","['@username', 'chơi', 'luôn']","['O', 'O', 'O', 'O']"
3468,"['cái', 'đb', 'gì', 'vậy', '?']","['cái', 'điện bình', 'gì', 'vậy', '?']","['O', 'B-T', 'O', 'O']"
3469,"['con', 'việt', 'kiểu', 'dl', 'tên', '@username']","['con', 'việt', 'kiểu', 'dl', 'tên', '@username']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
3470,"['@username', 'phục', 'con', 'ciu']","['@username', 'phục', 'con', 'cứu<space>']","['O', 'O', 'O', 'O', 'O', 'B-T']"
3471,"['nhớ', 'nuôi', 'kiểu', 'tóc', 'này', 'mới', 'đủ', 'combo', 'nhé', 'ae']","['nhớ', 'nuôi', 'kiểu', 'tóc', 'này', 'mới', 'đủ', 'combo', 'nhé', 'anh em']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3472,"['dễ thương', 'hết sức']","['dễ thương', 'hết sức']","['O', 'O', 'O', 'O']"
3473,"['thủ tướng', 'thì', 'lấy', 'đâu', 'ra', '.']","['thủ tướng', 'thì', 'lấy', 'đâu', 'ra', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T']"
3473,"['ủng hộ', 'nhiều', 'lại', 'bảo', 'là', 'lấy', 'tiền', 'của', 'dân', 'ra', 'ủng hộ', '.']","['ủng hộ', 'nhiều', 'lại', 'bảo', 'là', 'lấy', 'tiền', 'của', 'dân', 'ra', 'ủng hộ', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T']"
3473,"['tội', 'mấy', 'bác', 'làm', 'lãnh đạo', 'quá', '.']","['tội', 'mấy', 'bác', 'làm', 'lãnh đạo', 'quá', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T']"
3473,"['có', 'tiền', 'mà', 'k', 'giám', 'tiêu', '.']","['có', 'tiền', 'mà', 'không', 'giám', 'tiêu', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T']"
3473,"['@username', 'gửi', 'ngân hàng', 'nước ngoài']","['@username', 'gửi', 'ngân hàng', 'nước ngoài']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T']"
3474,"['không', 'ăn', 'thì', 'bạn', 'cũng', 'không', 'có', 'quyền', 'cấm', 'và', 'chửi', 'người', 'khác', 'đâu', 'ạ', ',', 'thượng đẳng', 'ít', 'thôi']","['không', 'ăn', 'thì', 'bạn', 'cũng', 'không', 'có', 'quyền', 'cấm', 'và', 'chửi', 'người', 'khác', 'đâu', 'ạ', ',', 'thượng đẳng', 'ít', 'thôi']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O']"
3475,"['@username', 'đấy', 'là', 'những', 'biểu hiện', 'của', 'những', 'đứa', 'tretrau', 'chính hiệu', 'đấy', 'bạn', 'ạ', 'thề', 'vào', 'page', 'nào', 'cũng', 'thấy', 'cực kì', 'tp', '<unk>']","['@username', 'đấy', 'là', 'những', 'biểu hiện', 'của', 'những', 'đứa', 'tretr', 'chính hiệu', 'đấy', 'bạn', 'ạ', 'thề', 'vào', 'page', 'nào', 'cũng', 'thấy', 'cực kì', 'tp', '<unk>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T']"
3476,"['bắn', 'ngu', 'quá', 'mấy', 'thằng', 'em', 'cho', 'ở', 'nhà', 'trông', 'sói', '!', 'chán độ', 'vl']","['bắn', 'ngu', 'quá', 'mấy', 'thằng', 'em', 'cho', 'ở', 'nhà', 'trông', 'sói', '!', 'chán độ', 'vl']","['B-T', 'B-T', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T']"
3477,"['thằng', 'giám đốc', 'sở', 'sẽ', 'lôi', 'thằng', 'đánh máy', 'ra', 'kỷ luật', ',', 'đúng', 'quy trình']","['thằng', 'giám giám', 'sở', 'sẽ', 'lôi', 'thằng', 'đánh máy', 'ra', 'kỷ luật', ',', 'đúng', 'quy trình']","['B-T', 'O', 'O', 'O', 'O', 'B-T', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3478,"['ủa', 'đàn ông', 'hay', 'đàn bà', 'v', '?', '<unk>']","['ủa', 'đàn ông', 'hay', 'đàn bà', 'vậy', '?', '<unk>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3479,"['nó', 'viết', 'stt', 'rõ', 'ngu', ',', 'ở', 'đây', 'ông', 'pa', 'và', 'những', 'người', 'khác', 'không', 'được', 'trả', 'lương', 'để', 'đi', 'từ thiện', 'mà', 'họ', 'còn', 'tự', 'bỏ', 'tiền túi', 'cho', 'những', 'chi phí', 'liên quan', ',', 'còn', 'mấy', 'ông', 'bộ đội', 'cbcs', 'này', 'ăn', 'lương', 'nhà nước', 'thì', 'đây', 'là', 'trách nhiệm', 'họ', 'phải', 'làm', ',', 'xin', 'nhấn mạnh', 'là', 'bắt buộc', 'p']","['nó', 'viết', 'stt', 'rõ', 'ngu', ',', 'ở', 'đây', 'ông', 'ba', 'và', 'những', 'người', 'khác', 'không', 'được', 'trả', 'lương', 'để', 'đi', 'từ thiện', 'mà', 'họ', 'còn', 'tự', 'bỏ', 'tiền túi', 'cho', 'những', 'chi phí', 'liên quan', ',', 'còn', 'mấy', 'ông', 'bộ đội', 'cbcs', 'này', 'ăn', 'lương', 'nhà nước', 'thì', 'đây', 'là', 'trách nhiệm', 'họ', 'phải', 'làm', ',', 'xin', 'nhắc mạnh', 'là', 'bắt buộc', 'phải']","['B-T', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3480,"['cho', 'em', 'hỏi', 'chị', '3', 'báo', 'nhiều', 'tuổi', 'vậy', '?', 'sao', 'nhìn', 'chị', 'đẹp', 'quá', 'vậy', 'kg', 'ninh', 'bo', 'nha.kg', 'xin', 'tiền', 'a', 'nha']","['cho', 'em', 'hỏi', 'chị', '3', 'báo', 'nhiều', 'tuổi', 'vậy', '?', 'sao', 'nhìn', 'chị', 'đẹp', 'quá', 'vậy', 'không', 'ninh', 'bố', 'nha.kg', 'xin', 'tiền', 'anh', 'nha']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3481,"['cocc', 'không thể', 'bằng', 'ccccc']","['ccc', 'không thể', 'bằng', 'c<space><space>']","['B-T', 'O', 'O', 'O', 'B-T']"
3482,"['nhờ', 'tài', 'lãnh đạo', 'khéo léo', 'của', 'ai', 'vậy', 'ta', '?']","['nhờ', 'tài', 'lãnh đạo', 'khéo léo', 'của', 'ai', 'vậy', 'ta', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3483,"['các', 'chú', 'để anh']","['các', 'chú', 'để anh']","['O', 'O', 'O', 'O']"
3484,['ghê'],['ghê'],['O']
3485,"['bạn', '@username', 'còn', 'gạ', 'bạn', '@username', 'vô', 'to', 'lét', 'nữa', '<unk>']","['bạn', '@username', 'còn', 'gạ', 'bạn', '@username', 'vô', 'to', 'lét', 'nữa', '<unk>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3486,"['phút', 'hối hận', 'muộn màng', 'khi', 'bị', 'bỏ rơi', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>']","['phút', 'hối hận', 'muộn màng', 'khi', 'bị', 'bỏ rơi', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>', '<unk>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3487,"['phát ngôn', 'kiểu', 'đầu đường xó chợ', '!']","['phát ngôn', 'kiểu', 'đầu đường xó chợ', '!']","['O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'O']"
3488,"['dm', 'minh', 'hieu', 'la', 'đo', 'ngu']","['đm', 'mình', 'hiểu<space>', 'là', 'đó', 'ngu']","['B-T', 'O', 'O', 'O', 'B-T', 'I-T']"
3489,"['@username', 'cũng', 'có', 'xe', 'nè', '@username', 'tuổi', 'gì', '.']","['@username', 'cũng', 'có', 'xe', 'nè', '@username', 'tuổi', 'gì', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3490,"['@username', 'tớ', 'cũngg', 'công nhận', 'là', 'mix', 'tiếng', 'nhạc', 'áp', 'tiếng', 'người', 'nhưng mà', 'câu', 'từ', 'cũng', 'khá', 'hay', 'nếu', 'nghe', 'nhiều', 'thì', 'cũng', 'ok']","['@username', 'tớ', 'cũng<space>', 'công nhận', 'là', 'mix', 'tiếng', 'nhạc', 'áp', 'tiếng', 'người', 'nhưng mà', 'câu', 'từ', 'cũng', 'khá', 'hay', 'nếu', 'nghe', 'nhiều', 'thì', 'cũng', 'ok']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3491,"['em', 'đã', 'thử', 'và', 'được', 'mạnh', 'bạc', '<unk>', '<unk>']","['em', 'đã', 'thử', 'và', 'được', 'mạnh', 'bạc', '<unk>', '<unk>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3492,"['góc', 'nhìn', 'thứ', 'nhất', 'của', 'nhân vật', '@username', ')', ')', 'trong', 'game', '""', 'giữ', 'con', 'khi', 'vợ', 'vắng', 'nhà', '<unk>', '""']","['góc', 'nhìn', 'thứ', 'nhất', 'của', 'nhân vật', '@username', ')', ')', 'trong', 'game', '""', 'giữ', 'con', 'khi', 'vợ', 'vắng', 'nhà', '<unk>', '""']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3493,"['chùm', 'cuối', 'vẫn', 'là', 'k-icm', '<unk>']","['chùm', 'cuối', 'vẫn', 'là', 'không-icm', '<unk>']","['O', 'O', 'O', 'O', 'O', 'O']"
3494,"['cho', 'vào', 'tù', 'cách ly', 'mẹ', 'đi']","['cho', 'vào', 'tù', 'cách ly', 'mẹ', 'đi']","['B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T']"
3495,"['đã', 'nói', 'bao', 'lần', 'rồi', 'các', 'anh', 'các', 'chị', 'có', 'tiền', 'đi', 'du lịch', 'vẫn', 'đ', '*', '*', 'hiểu', 'à', '<unk>']","['đã', 'nói', 'bao', 'lần', 'rồi', 'các', 'anh', 'các', 'chị', 'có', 'tiền', 'đi', 'du lịch', 'vẫn', 'đ', '*', '<space>', 'hiểu', 'à', '<unk>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'B-T']"
3496,"['ditme', 'mặt', 'thầy', 'cũng', 'thần thái', 'vãi', 'l', '*', 'n', '<unk>']","['đme', 'mặt', 'thầy', 'cũng', 'thần thái', 'vãi', 'l', '*', 'nè', '<unk>']","['B-T', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O']"
3497,"['có', 'ngày', 'sẽ', 'có', 'tin', 'con', 'này', 'phơi', 'xác', '.']","['có', 'ngày', 'sẽ', 'có', 'tin', 'con', 'này', 'phơi', 'xác', '.']","['O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'B-T', 'I-T']"
3498,"['thằng', 'ngu', 'người', 'này', 'ai', 'đi', 'làm', 'mà', 'chả', 'đóng', 'thuế', '.']","['thằng', 'ngu', 'người', 'này', 'ai', 'đi', 'làm', 'mà', 'chả', 'đóng', 'thuế', '.']","['B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3498,"['doanh nghiệp', 'lớn', 'kiếm', 'nhiều', 'lợi nhuận', 'thì', 'đóng', 'thuế', 'nhiều', '.']","['doanh nghiệp', 'lớn', 'kiếm', 'nhiều', 'lợi nhuận', 'thì', 'đóng', 'thuế', 'nhiều', '.']","['B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3498,"['thế', 'theo', 'mày', 'đóng', 'thuế', 'nhìu', 'là', 'muốn', 'làm', 'gì', 'thì', 'làm', 'àh', '.']","['thế', 'theo', 'mày', 'đóng', 'thuế', 'nhiều<space><space>', 'là', 'muốn', 'làm', 'gì', 'thì', 'làm', 'à<space>', '.']","['B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3499,"['điệp khúc', 'buồn', 'của', 'a', 'áo', 'xám', '<unk>']","['điệp khúc', 'buồn', 'của', 'anh', 'áo', 'x tím', '<unk>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3500,"['deoooo', 'nhaa', 'thầy', '<unk>', '<unk>']","['đeo<space>', 'nha<space>', 'thầy', '<unk>', '<unk>']","['B-T', 'O', 'O', 'O']"
3501,"['hiếp dâm', 'thoát', 'tội', 'nếu', 'nạn nhân', 'đồng ý', 'hiếp', 'lại', '...', 'dm']","['hiếp dâm', 'thoát', 'tội', 'nếu', 'nạn nhân', 'đồng ý', 'hiếp', 'lại', '...', 'đm']","['B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'B-T']"
3502,"['iu', 'thầy', 'dấu', 'bé', 'ba', '<unk>']","['yêu', 'thầy', 'dấu', 'bé', 'bà', '<unk>']","['O', 'O', 'O', 'O', 'O', 'O']"
3503,"['chúc mừng', 'thầy', ':3']","['chúc mừng', 'thầy', ':3']","['O', 'O', 'O', 'O']"
3504,"['chị', 'ba', 'ơi', 'em', 'khổ', 'quá']","['chị', 'bà', 'ơi', 'em', 'khổ', 'quá']","['O', 'O', 'O', 'O', 'O', 'O']"
3505,"['ờ', 'face', 'dành', 'cho', 'con người', 'k', 'dành', 'cho', 'thú vật', 'ok']","['ờ', 'facebook', 'dành', 'cho', 'con người', 'không', 'dành', 'cho', 'thú vật', 'ok']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O']"
3506,"['chúc', 'abe', '20-10', 'vui vẻ']","['chúc', 'anh bé', '20-10', 'vui vẻ']","['O', 'O', 'O', 'O', 'O']"
3507,"['with', 'love', '<unk>']","['với', 'yêu', '<unk>']","['O', 'O', 'O']"
3508,"['lũ', 'khốn nạn', 'rút', 'sạch', 'sương', 'máu', 'dân']","['lũ', 'khốn nạn', 'rút', 'sạch', 'sương', 'máu', 'dân']","['B-T', 'I-T', 'I-T', 'B-T', 'I-T', 'I-T', 'I-T', 'O']"
3509,"['sỉ', 'nc', 'rửa', 'tay', 'khô', '95', 'k', '/', '300', 'ml']","['sỉ', 'nước<space>', 'rửa', 'tay', 'khô', '95', 'k', '/', '300', 'ml']","['O', 'O', 'O', 'O', 'O', 'O']"
3510,"['ngta', 'lớn', 'ngta', 'chua', 'kêu', 'tên', 'mày', 'thứ', 'nhỏ', 'mất dạy', 'tao', 'cũng', 'bị', 'gạt', 'đây', 'thấy', 'lgbt', 'dễ thương', 'mua', 'ủng hộ', 'live', 'nào', 'tao', 'cũng', 'coi', 'may', 'đm', 'mua', 've', 'xịt', '3phút', 'đéo', 'nghe', 'mùi', 'j', 'thu', 'làm ăn', 'gian dối', 'ko', 'tồn tại', 'dc', 'lâu', 'đâu', 'nhỏ', 'hon', 'ngta', 'mà', 'hổn', 'láo']","['người ta', 'lớn', 'người ta', 'chưa', 'kêu', 'tên', 'mày', 'thứ', 'nhỏ', 'mất dạy', 'tao', 'cũng', 'bị', 'gạt', 'đây', 'thấy', 'lgbt', 'dễ thương', 'mua', 'ủng hộ', 'live', 'nào', 'tao', 'cũng', 'coi', 'mấy', 'đm', 'mua', 'về', 'xịt', '3phút', 'đéo', 'nghe', 'mùi', 'gì', 'thu', 'làm ăn', 'giận dối', 'không', 'tồn tại', 'được<space>', 'lâu', 'đâu', 'nhỏ', 'hơn', 'người ta', 'mà', 'hổn', 'láo']","['O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'B-T', 'I-T', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'B-T', 'B-T', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T']"
3511,"['ba', 'roi', 'gay', ':<']","['bà', 'rồi', 'gay', ':<']","['O', 'O', 'B-T', 'O']"
3512,"['haha', 'từ', 'hồi', 'tớ', 'thấy', 'hình', 'diễn viên', 'hài', '@username', 'đc', 'in', 'trên', 'sách', 'luật', '.']","['haha', 'từ', 'hồi', 'tớ', 'thấy', 'hình', 'diễn viên', 'hài', '@username', 'được<space>', 'in', 'trên', 'sách', 'luật', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3512,"['tớ', 'chợt', 'hiểu', 'ngay', 'ý nghĩa', 'của', 'bộ', 'giáo dục', 'muốn', 'truyền tải', 'thông tin', '.']","['tớ', 'chợt', 'hiểu', 'ngay', 'ý nghĩa', 'của', 'bộ', 'giáo dục', 'muốn', 'truyền tải', 'thông tin', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3512,"['pháp luật', 'là', 'thể loại', 'hài hước', ':v', '.']","['pháp luật', 'là', 'thể loại', 'hài hước', ': vậy', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3512,"['sợ', 'rừng rú', 'quá', 'đi', 'thôi']","['sợ', 'rừng ré', 'quá', 'đi', 'thôi']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
